property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,floor_category,luxury_category,price
house,sector 6,3,2,1,Old Property,612.0,0,0,semifurnished,Low-Rise,Standard,0.66
flat,sector 7,2,2,1,Relatively New,1000.0,0,0,semifurnished,Low-Rise,Standard,0.45
house,sector 3,3,3,0,Moderately Old,112.0,0,0,semifurnished,Low-Rise,Standard,0.9
flat,sector 48,3,3,3,Old Property,1600.0,0,0,unfurnished,Low-Rise,Luxury,1.5
flat,sector 68,2,2,3,New Property,1311.0,0,0,semifurnished,High-Rise,Standard,1.0
flat,sector 92,1,1,1,Relatively New,336.0,0,0,semifurnished,Low-Rise,Premium,0.21
flat,sector 48,3,4,3+,Moderately Old,2574.0,0,0,semifurnished,Low-Rise,Standard,2.75
house,sector 50,5,6,0,Moderately Old,3000.0,0,0,semifurnished,Low-Rise,Standard,6.5
flat,sector 56,1,1,1,Old Property,672.0,0,0,unfurnished,Low-Rise,Premium,0.47
house,sector 55,3,3,3+,Old Property,2160.0,1,1,unfurnished,Low-Rise,Standard,4.6
flat,sector 66,3,3,3,Relatively New,2882.0,1,1,semifurnished,Mid-Rise,Luxury,4.6
house,sector 17,4,4,0,Old Property,3000.0,0,0,semifurnished,Low-Rise,Standard,3.0
flat,sector 43,3,3,1,Old Property,1233.0,0,1,unfurnished,Low-Rise,Premium,2.1
flat,sector 83,3,3,2,Relatively New,1778.0,1,0,unfurnished,Mid-Rise,Standard,1.19
flat,sector 69,4,4,2,Relatively New,1819.0,0,0,semifurnished,Low-Rise,Luxury,1.68
house,sector 57,6,6,3,Old Property,2700.0,1,1,furnished,Low-Rise,Luxury,4.6
flat,sohna road,2,2,1,Relatively New,650.0,0,0,semifurnished,High-Rise,Standard,0.42
flat,sector 89,3,3,2,New Property,1581.0,0,0,semifurnished,Low-Rise,Standard,1.3
flat,sector 68,2,2,2,New Property,1200.0,0,0,unfurnished,Mid-Rise,Luxury,1.05
flat,sector 109,4,4,3+,Relatively New,3150.0,1,1,unfurnished,Mid-Rise,Luxury,2.95
house,sector 36,3,1,0,New Property,1081.0,0,0,semifurnished,Low-Rise,Standard,0.75
flat,sector 107,2,2,2,Relatively New,543.0,0,0,semifurnished,Mid-Rise,Standard,0.28
flat,sector 74,2,2,3,Relatively New,1300.0,0,1,semifurnished,Mid-Rise,Luxury,1.48
flat,sector 95,2,2,3,Under Construction,661.0,0,0,semifurnished,Low-Rise,Standard,0.4
flat,sector 95,2,2,2,New Property,1256.0,0,0,semifurnished,Mid-Rise,Premium,0.55
flat,sector 61,3,3,2,Under Construction,1778.0,0,0,semifurnished,Low-Rise,Standard,2.2
flat,sector 99,3,4,3,New Property,2516.0,1,0,unfurnished,Low-Rise,Luxury,2.45
flat,sector 83,2,2,2,Moderately Old,1127.0,0,0,unfurnished,Mid-Rise,Luxury,0.84
flat,sector 71,2,2,2,Moderately Old,1084.0,0,0,unfurnished,Mid-Rise,Luxury,0.95
house,sector 11,2,2,0,Relatively New,450.0,0,0,semifurnished,Low-Rise,Standard,0.24
flat,sector 70,3,4,3,New Property,1527.0,1,0,semifurnished,Low-Rise,Standard,1.8
flat,sector 62,4,6,3,Relatively New,3872.0,1,0,semifurnished,High-Rise,Luxury,8.35
flat,sector 79,3,4,3+,New Property,1659.0,1,0,semifurnished,Mid-Rise,Standard,1.95
flat,sector 37c,3,5,3+,Relatively New,1400.0,1,0,semifurnished,Mid-Rise,Standard,0.99
flat,sector 81,2,2,1,Relatively New,613.0,0,0,unfurnished,Mid-Rise,Premium,0.48
flat,sector 111,2,2,2,Relatively New,773.0,0,0,semifurnished,Mid-Rise,Premium,0.7
flat,sector 79,3,4,3+,Relatively New,1695.0,1,0,semifurnished,Mid-Rise,Luxury,1.72
flat,sector 92,3,3,3,Under Construction,2278.0,1,0,semifurnished,High-Rise,Standard,1.25
flat,sector 79,3,4,3,Under Construction,1946.0,0,0,semifurnished,Mid-Rise,Premium,1.9
flat,sector 4,2,2,1,Relatively New,1056.0,0,0,unfurnished,Low-Rise,Standard,0.32
flat,sector 99a,2,2,1,Relatively New,606.0,0,0,semifurnished,Low-Rise,Premium,0.35
house,sector 81,4,4,3,Relatively New,5480.0,1,1,semifurnished,Low-Rise,Premium,4.35
flat,sector 104,3,2,2,New Property,1094.0,0,0,semifurnished,High-Rise,Standard,1.35
flat,sohna road,2,2,2,Relatively New,711.0,0,0,semifurnished,Low-Rise,Standard,0.3
flat,sector 69,2,3,0,Relatively New,1100.0,0,0,semifurnished,Low-Rise,Premium,1.2
flat,sector 76,3,3,3+,Relatively New,1597.0,0,0,unfurnished,Mid-Rise,Luxury,1.05
house,sector 38,3,2,2,Moderately Old,1722.0,0,0,semifurnished,Low-Rise,Standard,3.5
flat,sector 80,3,4,2,Moderately Old,1854.0,0,1,semifurnished,Mid-Rise,Luxury,1.4
flat,sector 81,2,2,3,Relatively New,1361.0,0,0,unfurnished,Mid-Rise,Premium,0.64
flat,sector 2,2,2,1,Relatively New,1100.0,0,0,semifurnished,Low-Rise,Premium,0.95
flat,sector 90,2,2,1,New Property,650.0,0,0,semifurnished,Mid-Rise,Standard,0.5
flat,sector 43,3,3,3+,Old Property,1385.0,0,1,unfurnished,Mid-Rise,Luxury,1.5
flat,sector 102,2,2,3,Relatively New,1073.0,0,0,semifurnished,Low-Rise,Standard,1.2
house,sector 17,2,1,0,Old Property,891.0,0,0,semifurnished,Low-Rise,Standard,0.29
flat,sector 1,3,3,0,Moderately Old,2200.0,0,0,semifurnished,Mid-Rise,Standard,0.85
flat,gwal pahari,3,3,3,Under Construction,1430.0,0,0,semifurnished,Low-Rise,Standard,1.45
flat,sector 109,1,1,2,Relatively New,965.0,0,0,semifurnished,Mid-Rise,Standard,1.7
flat,sector 69,4,4,2,Relatively New,1804.0,1,1,semifurnished,Mid-Rise,Luxury,1.7
house,sector 11,4,3,2,Old Property,1800.0,0,0,semifurnished,Low-Rise,Standard,2.2
flat,sector 65,3,3,3,Moderately Old,3027.0,1,0,unfurnished,High-Rise,Luxury,6.1
flat,sector 89,2,2,0,New Property,1103.0,0,0,semifurnished,Low-Rise,Standard,0.88
flat,sector 90,2,3,2,Relatively New,1350.0,0,0,semifurnished,Low-Rise,Premium,0.8
flat,sector 82a,2,2,2,Relatively New,1000.0,0,0,semifurnished,Low-Rise,Standard,0.75
flat,sector 65,4,4,3+,Relatively New,1975.0,1,0,unfurnished,Low-Rise,Luxury,2.9
flat,sector 61,2,2,2,Under Construction,1150.0,0,0,semifurnished,Low-Rise,Premium,1.41
house,sector 7,2,2,1,Relatively New,1800.0,0,0,semifurnished,Low-Rise,Standard,2.0
flat,sector 95,2,2,2,Relatively New,507.0,0,0,semifurnished,Mid-Rise,Premium,0.29
flat,sector 49,3,3,3,Old Property,1633.0,0,0,unfurnished,Low-Rise,Premium,1.95
flat,sohna road,1,1,0,Relatively New,484.0,0,0,semifurnished,Low-Rise,Standard,0.21
flat,sector 84,3,3,3+,New Property,1561.0,0,0,semifurnished,Mid-Rise,Premium,0.84
flat,sector 113,3,3,3+,Relatively New,2460.0,1,0,semifurnished,Low-Rise,Luxury,3.0
flat,sector 85,4,6,3,Relatively New,3920.0,1,0,semifurnished,Mid-Rise,Luxury,2.2
house,sector 48,4,4,2,Moderately Old,2592.0,1,0,semifurnished,Low-Rise,Standard,5.75
flat,sohna road,2,2,3,Relatively New,913.0,0,0,semifurnished,Low-Rise,Premium,0.55
flat,sector 108,3,3,2,New Property,1480.0,0,0,semifurnished,High-Rise,Luxury,2.5
flat,sector 95,2,2,1,New Property,610.0,0,0,semifurnished,Low-Rise,Standard,0.38
house,sector 3,3,3,0,Old Property,210.0,0,0,semifurnished,Low-Rise,Standard,1.5
flat,sector 104,3,2,2,New Property,848.0,0,0,semifurnished,Mid-Rise,Premium,0.65
house,sector 50,4,5,2,Moderately Old,4000.0,1,0,unfurnished,Low-Rise,Luxury,10.45
house,sector 17b,4,4,2,Old Property,4494.0,1,1,semifurnished,Low-Rise,Standard,7.2
flat,sector 81,3,4,3+,Relatively New,2280.0,1,0,unfurnished,Mid-Rise,Standard,2.3
flat,sector 89,3,3,3,Under Construction,1288.0,0,0,semifurnished,Low-Rise,Standard,1.25
flat,sector 82,4,5,3+,Relatively New,2535.0,0,0,semifurnished,Low-Rise,Premium,1.75
flat,sector 85,2,2,3,Relatively New,1484.0,0,0,semifurnished,Mid-Rise,Standard,1.05
flat,sector 90,3,3,3+,Relatively New,1929.0,1,0,semifurnished,Mid-Rise,Luxury,1.21
house,sector 56,8,8,3+,Moderately Old,2471.0,0,0,unfurnished,Low-Rise,Standard,7.25
flat,sector 81,4,5,3+,Relatively New,3070.0,1,0,unfurnished,Low-Rise,Luxury,3.3
flat,sector 86,2,2,1,Under Construction,1231.0,0,0,semifurnished,Mid-Rise,Standard,0.74
flat,sector 2,3,4,3+,Moderately Old,1738.0,1,0,semifurnished,Mid-Rise,Luxury,1.59
flat,sector 50,3,3,3,Moderately Old,2400.0,1,0,semifurnished,Low-Rise,Luxury,2.75
flat,sector 90,2,2,1,New Property,767.0,0,0,semifurnished,Low-Rise,Standard,0.47
house,sector 27,9,9,3,Relatively New,3042.0,1,1,furnished,Low-Rise,Luxury,8.0
flat,sector 85,3,3,2,Relatively New,1402.0,0,0,semifurnished,Mid-Rise,Luxury,0.9
flat,sector 71,4,4,3,Moderately Old,2127.0,1,0,semifurnished,Mid-Rise,Luxury,1.3
flat,sector 85,2,2,3+,Relatively New,1380.0,0,1,semifurnished,Mid-Rise,Luxury,1.2
house,sector 109,7,5,3+,Relatively New,4500.0,1,0,semifurnished,Low-Rise,Standard,11.3
flat,sector 104,4,4,3+,Relatively New,2851.0,1,0,semifurnished,Mid-Rise,Luxury,2.78
flat,sector 85,4,4,3,Relatively New,2300.0,1,0,semifurnished,Mid-Rise,Standard,2.14
flat,sector 65,4,4,3+,Relatively New,1975.0,1,0,semifurnished,Low-Rise,Premium,3.0
flat,sector 66,3,3,3,Relatively New,1950.0,0,0,unfurnished,Mid-Rise,Premium,2.85
flat,sector 73,3,3,3,Under Construction,1622.0,1,0,semifurnished,Low-Rise,Premium,0.9
house,sector 7,2,4,3,Old Property,900.0,1,0,unfurnished,Low-Rise,Standard,0.9
flat,sector 83,3,3,3,Relatively New,1549.0,1,0,unfurnished,Mid-Rise,Premium,1.8
house,sector 26,3,3,2,Moderately Old,1350.0,1,0,semifurnished,Low-Rise,Premium,4.5
flat,sector 37c,4,5,3,Relatively New,2343.0,1,0,semifurnished,Mid-Rise,Standard,1.4
flat,sector 37d,3,3,3+,Relatively New,1675.0,0,0,semifurnished,Mid-Rise,Luxury,0.98
flat,sector 33,2,2,2,Relatively New,724.0,0,0,furnished,Low-Rise,Standard,0.4
flat,sector 70,3,3,3+,Relatively New,1765.0,1,0,semifurnished,Mid-Rise,Standard,1.78
flat,sector 37d,3,3,2,Relatively New,1185.0,0,0,furnished,Mid-Rise,Standard,0.9
house,sector 14,6,6,3+,Old Property,3150.0,0,0,semifurnished,Low-Rise,Standard,6.4
flat,sector 28,3,3,3,Moderately Old,1777.0,1,0,semifurnished,Mid-Rise,Luxury,2.3
flat,sector 107,2,2,2,Relatively New,543.0,0,0,semifurnished,Mid-Rise,Standard,0.28
flat,sector 67,4,4,3+,Relatively New,3160.0,1,0,unfurnished,Low-Rise,Standard,4.5
flat,sector 68,2,2,2,Relatively New,1250.0,0,0,unfurnished,Mid-Rise,Standard,1.02
flat,sector 69,4,4,2,Relatively New,1819.0,0,0,semifurnished,Low-Rise,Premium,2.0
flat,sector 104,3,4,3+,Relatively New,1669.0,1,0,semifurnished,Mid-Rise,Premium,1.25
house,sector 50,3,3,3,Moderately Old,2259.0,1,0,semifurnished,Low-Rise,Standard,7.1
flat,sector 92,3,3,3,Relatively New,1415.0,0,0,unfurnished,Low-Rise,Standard,0.75
flat,sector 70a,4,3,3,New Property,2111.0,0,1,semifurnished,Low-Rise,Luxury,1.9
house,sector 105,3,2,2,Moderately Old,1200.0,0,0,semifurnished,Low-Rise,Standard,0.7
flat,sector 92,2,2,3,Under Construction,846.0,0,0,semifurnished,Low-Rise,Standard,0.78
house,sector 28,4,5,3+,Relatively New,2844.0,1,1,unfurnished,Low-Rise,Premium,11.75
flat,sector 50,3,3,3,Moderately Old,2600.0,1,0,unfurnished,Mid-Rise,Luxury,2.92
flat,sector 21,2,2,2,Old Property,1256.0,0,0,semifurnished,Mid-Rise,Standard,0.8
flat,sector 109,3,4,3+,New Property,2339.0,1,0,semifurnished,Mid-Rise,Premium,2.3
house,sector 57,6,6,2,Moderately Old,3450.0,1,1,furnished,Low-Rise,Luxury,3.65
house,sector 48,4,4,2,Moderately Old,3240.0,1,1,semifurnished,Low-Rise,Premium,8.5
flat,sector 82,3,3,3+,Relatively New,1844.0,1,1,unfurnished,Low-Rise,Luxury,1.16
flat,sector 79,2,2,3,New Property,1700.0,0,0,furnished,Mid-Rise,Standard,0.83
flat,sector 37d,2,2,3,New Property,644.0,0,0,semifurnished,Mid-Rise,Premium,0.68
flat,sector 71,1,1,1,Moderately Old,869.0,0,0,semifurnished,Mid-Rise,Premium,1.0
house,sector 39,1,1,2,Relatively New,800.0,0,0,semifurnished,Low-Rise,Standard,1.8
flat,sector 65,3,3,3,Relatively New,3043.0,1,0,semifurnished,High-Rise,Premium,5.9
flat,sector 85,3,3,3,Under Construction,2129.0,1,0,semifurnished,High-Rise,Standard,2.6
flat,sector 111,1,1,1,Relatively New,374.0,0,0,furnished,Low-Rise,Premium,0.5
house,sector 103,4,3,3+,Under Construction,4000.0,0,0,semifurnished,High-Rise,Premium,3.25
flat,sector 93,4,4,3,Relatively New,2105.0,0,0,semifurnished,High-Rise,Standard,1.25
flat,sector 56,1,2,1,Old Property,678.0,0,0,semifurnished,Low-Rise,Premium,0.55
flat,manesar,4,4,3+,Moderately Old,2946.0,0,0,unfurnished,Mid-Rise,Standard,1.25
flat,sector 110,4,4,3,Relatively New,3077.0,1,0,semifurnished,Mid-Rise,Luxury,3.25
flat,sector 65,3,3,0,Relatively New,1828.0,0,0,semifurnished,Mid-Rise,Standard,2.8
house,sector 57,3,3,2,Old Property,2160.0,1,0,semifurnished,Low-Rise,Standard,4.7
house,sector 2,4,4,3+,Moderately Old,2400.0,1,0,semifurnished,Low-Rise,Standard,4.0
flat,sector 30,3,5,3+,Old Property,2367.0,1,0,unfurnished,High-Rise,Luxury,3.55
flat,sector 89,2,2,2,Relatively New,769.0,0,0,semifurnished,Low-Rise,Standard,0.42
flat,sector 107,2,2,1,Relatively New,494.0,0,0,semifurnished,Mid-Rise,Premium,0.5
flat,sector 83,3,3,3+,Relatively New,1719.0,0,0,semifurnished,Mid-Rise,Premium,1.8
flat,sector 65,4,4,3,Relatively New,2194.0,1,0,unfurnished,Low-Rise,Luxury,2.8
house,sector 4,4,4,3,Old Property,160.0,0,0,unfurnished,Low-Rise,Standard,2.3
flat,sector 65,3,3,3,Relatively New,2816.0,1,0,unfurnished,Mid-Rise,Premium,4.95
flat,sector 49,4,4,3,Moderately Old,2200.0,1,0,unfurnished,Mid-Rise,Luxury,3.0
flat,sector 61,2,2,2,Under Construction,1278.0,0,0,semifurnished,Low-Rise,Standard,1.6
flat,sector 86,3,3,1,Relatively New,1746.0,0,0,semifurnished,Mid-Rise,Premium,1.6
flat,sector 103,3,3,3+,Relatively New,1670.0,0,0,semifurnished,Mid-Rise,Standard,1.69
house,sector 2,9,9,3+,Moderately Old,2430.0,0,0,unfurnished,Low-Rise,Standard,5.7
flat,sector 102,2,2,1,Under Construction,817.0,0,0,semifurnished,Mid-Rise,Luxury,1.1
flat,sector 48,4,4,3+,Moderately Old,2134.0,1,0,unfurnished,Mid-Rise,Luxury,2.65
flat,sohna road,2,2,2,New Property,588.0,0,0,semifurnished,Mid-Rise,Standard,0.28
flat,sector 85,3,4,2,Relatively New,1650.0,1,0,semifurnished,Mid-Rise,Standard,1.2
house,sector 45,6,7,3+,Relatively New,4500.0,1,1,unfurnished,Low-Rise,Luxury,16.0
house,sector 104,3,5,3+,Moderately Old,920.0,0,0,semifurnished,Low-Rise,Premium,1.95
flat,sector 65,3,3,3+,Relatively New,1650.0,0,0,semifurnished,Low-Rise,Standard,2.6
house,sector 12,1,1,1,Old Property,1800.0,1,0,semifurnished,Low-Rise,Standard,1.7
flat,sector 83,3,3,3,Relatively New,1500.0,1,0,unfurnished,Mid-Rise,Luxury,1.76
flat,sector 33,3,2,2,Under Construction,1857.0,0,0,semifurnished,High-Rise,Premium,1.67
flat,sector 104,3,4,3+,Relatively New,2303.0,1,0,unfurnished,Low-Rise,Luxury,2.25
flat,sector 69,3,3,2,Relatively New,1428.0,0,0,semifurnished,Low-Rise,Standard,1.6
flat,sector 109,3,3,3+,Relatively New,1466.0,0,0,semifurnished,Mid-Rise,Standard,1.4
flat,sector 33,2,2,2,Under Construction,1253.0,0,0,semifurnished,Mid-Rise,Premium,1.07
flat,sector 59,4,4,2,New Property,2567.0,1,0,semifurnished,Mid-Rise,Standard,6.75
flat,sector 81,4,4,3+,Relatively New,6268.0,1,0,unfurnished,High-Rise,Luxury,4.7
flat,sector 68,3,2,3,Relatively New,1403.0,0,0,semifurnished,Low-Rise,Standard,2.22
flat,sohna road,2,2,2,Relatively New,800.0,0,0,furnished,Low-Rise,Premium,0.46
flat,sector 22,3,3,3,New Property,1860.0,0,0,furnished,Mid-Rise,Luxury,2.79
flat,sector 86,3,3,1,Relatively New,1746.0,0,0,semifurnished,Mid-Rise,Luxury,1.35
flat,sector 69,3,3,1,Relatively New,1419.0,0,0,semifurnished,Mid-Rise,Premium,1.4
flat,sector 84,2,2,2,Relatively New,537.0,0,0,semifurnished,Low-Rise,Standard,0.35
flat,sector 85,4,5,3+,Relatively New,2545.0,1,0,semifurnished,Low-Rise,Luxury,2.15
flat,sector 60,4,5,3,Moderately Old,2791.0,1,0,unfurnished,Mid-Rise,Luxury,3.8
flat,sector 83,3,3,2,Relatively New,1792.0,1,0,semifurnished,Low-Rise,Luxury,1.25
flat,sector 69,3,3,1,Relatively New,1709.0,0,0,semifurnished,Mid-Rise,Luxury,1.38
flat,sector 49,3,3,3,Old Property,1600.0,0,0,unfurnished,Low-Rise,Standard,1.9
house,sector 43,5,5,3+,Relatively New,2250.0,1,0,unfurnished,Low-Rise,Premium,9.5
flat,sector 33,3,2,3+,New Property,1409.0,0,0,semifurnished,High-Rise,Standard,1.3
flat,sector 107,2,2,3+,Relatively New,1236.0,0,0,semifurnished,Low-Rise,Premium,0.88
flat,sector 99a,3,5,3,Relatively New,1807.0,1,0,unfurnished,Mid-Rise,Standard,1.45
flat,sector 61,3,3,3,New Property,1223.0,1,0,semifurnished,Low-Rise,Luxury,2.45
flat,sector 85,3,4,2,Relatively New,1616.0,1,0,unfurnished,Mid-Rise,Standard,1.25
house,sector 2,3,3,3,Moderately Old,1557.0,0,0,unfurnished,Low-Rise,Standard,2.75
house,sector 26,7,9,3+,Relatively New,11111.0,1,1,unfurnished,Low-Rise,Premium,18.25
flat,sector 93,3,4,2,Relatively New,1350.0,0,0,unfurnished,Mid-Rise,Premium,1.45
flat,sector 37d,3,3,1,Under Construction,1500.0,0,0,semifurnished,Low-Rise,Standard,1.1
flat,sector 37c,3,4,3,Relatively New,1660.0,1,0,semifurnished,Mid-Rise,Standard,0.98
flat,sector 78,3,4,3,Moderately Old,1668.0,1,0,semifurnished,Mid-Rise,Luxury,0.88
house,sector 43,5,6,3+,New Property,4050.0,1,0,unfurnished,Low-Rise,Luxury,11.0
flat,sector 74,2,2,2,New Property,1272.0,0,0,semifurnished,High-Rise,Standard,1.6
flat,sector 102,3,4,3+,Relatively New,1757.0,1,0,unfurnished,Mid-Rise,Premium,1.75
house,sector 50,4,4,2,Moderately Old,4500.0,1,0,semifurnished,Low-Rise,Luxury,15.0
flat,sector 102,3,3,3,New Property,1465.0,0,1,semifurnished,Mid-Rise,Premium,1.95
house,sector 8,1,1,1,Moderately Old,556.0,0,0,semifurnished,Low-Rise,Standard,0.45
flat,sector 89,3,3,3,Relatively New,1923.0,1,0,semifurnished,Mid-Rise,Luxury,1.5
flat,sector 92,3,3,3,Relatively New,1473.0,0,0,semifurnished,Low-Rise,Luxury,0.71
flat,sector 110,2,1,1,Relatively New,543.0,0,0,semifurnished,Low-Rise,Standard,0.22
flat,sector 37d,2,2,3,New Property,1100.0,0,0,semifurnished,Mid-Rise,Standard,0.71
flat,sector 76,3,3,2,Under Construction,1513.0,0,0,semifurnished,Low-Rise,Premium,1.9
house,sector 7,5,3,2,Old Property,1350.0,0,0,semifurnished,Low-Rise,Standard,1.15
flat,sector 85,2,2,2,Relatively New,1190.0,1,1,semifurnished,Low-Rise,Premium,1.2
flat,sector 113,2,2,2,Relatively New,1430.0,0,0,semifurnished,Mid-Rise,Luxury,1.75
house,sector 43,8,8,3,Moderately Old,3762.0,1,1,furnished,Low-Rise,Luxury,10.85
house,sector 50,5,6,0,Moderately Old,3240.0,0,0,semifurnished,Low-Rise,Standard,11.5
flat,sector 99a,2,2,1,New Property,552.0,0,0,semifurnished,Low-Rise,Standard,0.27
house,sector 43,3,3,2,Relatively New,2700.0,1,0,unfurnished,Low-Rise,Standard,8.49
flat,sector 102,4,5,3+,Relatively New,2894.0,1,0,semifurnished,Mid-Rise,Premium,2.5
flat,sector 89,2,2,2,New Property,1105.0,0,0,semifurnished,Low-Rise,Standard,0.9
flat,sohna road,2,2,1,Relatively New,535.0,0,0,semifurnished,Low-Rise,Standard,0.26
flat,sector 102,3,3,3,Relatively New,1315.0,1,0,unfurnished,Mid-Rise,Luxury,1.38
flat,sector 83,3,3,3,Relatively New,1600.0,1,0,unfurnished,Mid-Rise,Luxury,1.75
flat,sector 107,3,3,3+,Relatively New,1554.0,0,0,unfurnished,Low-Rise,Luxury,1.3
flat,sector 67,3,4,3,Relatively New,2100.0,1,0,unfurnished,Mid-Rise,Standard,3.39
house,sector 48,6,5,3+,Moderately Old,6000.0,0,0,semifurnished,Low-Rise,Premium,3.35
flat,sector 48,3,3,3,Old Property,2200.0,1,0,unfurnished,Mid-Rise,Luxury,1.75
flat,sector 63,3,3,3,New Property,2000.0,0,0,semifurnished,Low-Rise,Standard,3.0
flat,sector 70a,2,2,3,Moderately Old,1285.0,0,0,semifurnished,Mid-Rise,Standard,1.2
flat,sector 113,2,2,3,Relatively New,1424.0,0,0,semifurnished,Mid-Rise,Premium,1.75
flat,sector 9,4,3,2,Moderately Old,2000.0,0,0,unfurnished,Low-Rise,Standard,1.2
flat,sector 95,3,3,2,Relatively New,1800.0,0,0,semifurnished,Low-Rise,Standard,0.72
flat,sector 92,3,2,3,Moderately Old,1333.0,0,0,unfurnished,Low-Rise,Standard,0.6
flat,sohna road,2,2,2,Relatively New,900.0,0,0,semifurnished,Low-Rise,Standard,0.4
flat,sector 82,3,5,3+,Relatively New,2000.0,1,0,unfurnished,Mid-Rise,Premium,1.22
flat,sector 37c,3,3,3+,Relatively New,1789.0,1,0,semifurnished,Low-Rise,Standard,1.44
house,sector 109,5,5,3+,Relatively New,2250.0,1,1,unfurnished,Low-Rise,Luxury,6.15
flat,sector 2,2,2,3,Moderately Old,1281.0,0,0,unfurnished,Low-Rise,Premium,0.95
flat,sector 67a,3,3,2,New Property,1346.0,0,1,unfurnished,Low-Rise,Luxury,1.62
flat,sector 85,2,2,3,Relatively New,1660.0,0,0,semifurnished,Mid-Rise,Standard,1.2
flat,sector 106,3,4,3+,Relatively New,1186.0,1,0,semifurnished,High-Rise,Standard,1.13
house,sector 4,3,3,2,Old Property,2250.0,0,0,semifurnished,Low-Rise,Standard,3.25
flat,sector 104,2,3,3,Relatively New,1538.0,1,0,semifurnished,Mid-Rise,Luxury,1.58
house,sector 82,3,4,3,New Property,2160.0,1,1,semifurnished,Low-Rise,Premium,3.2
flat,sector 91,2,2,2,Relatively New,1148.0,0,1,semifurnished,Mid-Rise,Premium,0.87
house,sector 14,5,5,2,Moderately Old,3420.0,1,0,unfurnished,Low-Rise,Standard,6.46
house,sector 33,5,5,3+,New Property,4770.0,1,1,unfurnished,Low-Rise,Luxury,8.5
flat,sector 103,4,5,3+,New Property,2416.0,1,0,semifurnished,Mid-Rise,Standard,2.0
flat,sector 90,3,3,3,Relatively New,1650.0,0,0,unfurnished,Mid-Rise,Standard,1.25
flat,sector 43,3,3,2,Old Property,1467.0,1,0,furnished,Low-Rise,Standard,2.0
flat,sector 79,2,2,3,New Property,81.0,0,0,semifurnished,Mid-Rise,Premium,1.1
flat,sector 83,3,3,2,Relatively New,1972.0,0,0,unfurnished,Low-Rise,Luxury,1.42
flat,sector 102,2,2,1,Relatively New,915.0,0,0,semifurnished,Mid-Rise,Standard,1.1
flat,sector 79,2,2,3,Relatively New,1450.0,0,0,semifurnished,Mid-Rise,Premium,0.9
flat,sector 83,3,3,3,Relatively New,1600.0,1,0,unfurnished,Mid-Rise,Luxury,1.75
flat,sector 36a,1,1,1,Relatively New,436.0,0,0,semifurnished,Low-Rise,Standard,0.4
flat,sector 33,3,3,3+,New Property,1444.0,0,0,unfurnished,Mid-Rise,Standard,1.55
house,sector 72,5,6,3+,Relatively New,6300.0,1,1,unfurnished,Mid-Rise,Luxury,8.5
flat,sector 85,3,4,3,Relatively New,2225.0,0,0,semifurnished,Mid-Rise,Standard,1.87
house,sector 48,7,7,3,Moderately Old,2340.0,0,0,unfurnished,Low-Rise,Standard,4.75
flat,sector 68,2,2,3,Relatively New,1130.0,0,0,unfurnished,Low-Rise,Luxury,1.08
flat,sector 67,3,4,3,Relatively New,2016.0,1,0,unfurnished,High-Rise,Luxury,3.4
house,sector 82,4,4,3+,Relatively New,3240.0,1,0,furnished,Low-Rise,Luxury,6.8
flat,sector 70a,2,2,2,Moderately Old,1416.0,0,0,semifurnished,High-Rise,Premium,1.6
flat,sector 95,1,1,1,Relatively New,3569.0,0,0,semifurnished,Mid-Rise,Premium,0.17
flat,sector 109,4,5,3+,Relatively New,2851.0,1,0,semifurnished,Mid-Rise,Luxury,2.95
flat,sector 84,2,2,2,New Property,565.0,0,0,unfurnished,Mid-Rise,Standard,0.41
house,sector 4,2,4,3,Moderately Old,640.0,0,0,semifurnished,Low-Rise,Standard,0.75
flat,sector 88a,3,3,3,Relatively New,1993.0,0,0,semifurnished,Mid-Rise,Standard,1.45
flat,sector 12,2,2,1,Relatively New,1100.0,0,0,unfurnished,Low-Rise,Standard,0.72
flat,sector 103,3,3,3+,Relatively New,1620.0,0,0,unfurnished,Low-Rise,Luxury,1.35
house,sector 26,5,6,3,Old Property,4518.0,1,1,unfurnished,Low-Rise,Premium,17.0
flat,sector 86,3,3,3,Relatively New,1900.0,0,0,semifurnished,Mid-Rise,Standard,1.55
house,sector 56,2,2,0,Moderately Old,1458.0,0,0,semifurnished,Low-Rise,Standard,2.95
flat,sector 2,2,2,3,Moderately Old,1281.0,0,0,semifurnished,Mid-Rise,Premium,0.98
flat,sector 86,3,3,1,Relatively New,1550.0,0,0,semifurnished,Mid-Rise,Luxury,1.5
flat,sector 109,3,2,3,Moderately Old,1701.0,0,0,semifurnished,High-Rise,Luxury,1.3
flat,sector 65,4,4,3,Moderately Old,12222.0,1,0,semifurnished,Mid-Rise,Premium,13.2
house,sector 48,4,5,2,Moderately Old,3222.0,1,1,unfurnished,Low-Rise,Luxury,7.35
flat,sector 83,2,2,2,Moderately Old,1195.0,0,1,semifurnished,Mid-Rise,Standard,0.8
flat,sector 89,3,3,3,Under Construction,1423.0,0,0,semifurnished,Low-Rise,Luxury,1.33
house,sector 104,3,3,1,Moderately Old,900.0,0,0,furnished,Low-Rise,Standard,0.62
house,sector 43,10,10,3+,New Property,549.0,1,0,semifurnished,Mid-Rise,Standard,2.1
